onlyoffice/4testing-docspace-doceditor:2.0.0.33,2023-11-24T12:59:21.778153985Z,"['onlyoffice/4testing-docspace-doceditor:2.0.0.33 (debian 12.2)', 351, 80, 74, 2, 4, 511]"
vmware/kube-fluentd-operator:v1.18.1,2023-11-07T16:05:38.431932692Z,"['vmware/kube-fluentd-operator:v1.18.1 (photon 4.0)', 0, 1, 0, 0, 0, 1]","['Ruby', 0, 2, 2, 0, 0, 4]"
vmware/vs-openfaas-watchdog:revbf667b8,2017-12-11T23:59:53.2395274Z,"['vmware/vs-openfaas-watchdog:revbf667b8 (debian 9.2)', 211, 543, 569, 143, 35, 1501]"
balenalib/parallella-debian-golang:20230904,2023-09-09T09:26:35.073981005Z,"['balenalib/parallella-debian-golang:20230904 (debian 11.7)', 446, 115, 81, 10, 5, 657]"
vmware/vsan-prometheus-exporter:v20210717,2021-07-17T21:32:04.064134986Z,"['vmware/vsan-prometheus-exporter:v20210717 (photon 3.0)', 14, 93, 107, 45, 0, 259]","['Python', 1, 5, 3, 0, 0, 9]"
rancher/vm-frontend:v0.2.0,2019-03-07T01:43:19.244861817Z,"['rancher/vm-frontend:v0.2.0 (debian 9.0)', 220, 670, 666, 184, 33, 1773]","['Node.js', 12, 133, 207, 72, 0, 424]"
circleci/builder-base:1.1,2017-01-11T20:21:59.366379071Z,"['circleci/builder-base:1.1 (ubuntu 14.04)', 301, 352, 18, 0, 0, 671]","['Java', 3, 3, 4, 2, 0, 12]"
bitnami/redis-exporter:1.55.0,2023-12-07T12:05:51.498299481Z,"['bitnami/redis-exporter:1.55.0 (debian 11.8)', 75, 14, 7, 2, 4, 102]"
balena/rpi-supervisor-base:v1.4.7,2019-05-28T15:55:26.063161117Z,['NOT DETECTED']
balenalib/qemux86-64-alpine-node:20231106,2023-11-07T11:00:47.071943506Z,"['balenalib/qemux86-64-alpine-node:20231106 (alpine 3.18.4)', 2, 4, 2, 0, 0, 8]","['Node.js', 0, 1, 1, 0, 0, 2]"
ubuntu/apache2:2.4-23.04_edge,2023-12-11T13:08:48.302546833Z,"['ubuntu/apache2:2.4-23.04_edge (ubuntu 23.04)', 11, 1, 0, 0, 0, 12]"
rancher/hardened-cluster-autoscaler:v1.8.6-build20231010-s390x,2023-10-10T01:48:27.408510071+02:00,"['rancher/hardened-cluster-autoscaler:v1.8.6-build20231010-s390x (suse linux enterprise server 15.5)', 2, 5, 12, 0, 4, 23]","['cluster-proportional-autoscaler', 0, 3, 5, 1, 0, 9]"
graphcore/poplar-minimal:3.3.0,2023-07-03T15:14:43.901207714+01:00,"['graphcore/poplar-minimal:3.3.0 (ubuntu 20.04)', 32, 11, 0, 0, 0, 43]"
airbyte/destination-elasticsearch-strict-encrypt:0.1.6,2022-10-26T20:33:56.60765392Z,"['airbyte/destination-elasticsearch-strict-encrypt:0.1.6 (amazon 2 (Karoo))', 23, 154, 185, 4, 0, 366]","['Java', 1, 17, 19, 2, 0, 39]"
bitnami/express:4.18.2,2023-12-02T08:22:01.16201436Z,"['bitnami/express:4.18.2 (debian 11.8)', 90, 18, 14, 4, 4, 130]","['Node.js', 11, 76, 73, 26, 0, 186]","['opt/bitnami/node', 0, 0, 2, 0, 0, 2]"
greenbone/boreas:v22.5.0,2023-05-02T16:37:49.698565391Z,"['greenbone/boreas:v22.5.0 (debian 11.5)', 91, 37, 30, 4, 4, 166]"
rancher/nginx-ingress-controller-chroot:nginx-1.9.4-hardened1rc6-s390x,2023-10-26T22:27:52.21812125+02:00,"['rancher/nginx-ingress-controller-chroot:nginx-1.9.4-hardened1rc6-s390x (opensuse.leap 15.4)', 2, 4, 17, 0, 0, 23]"
balenalib/spacely-tx2-debian:20231106,2023-11-07T07:55:54.685121384Z,"['balenalib/spacely-tx2-debian:20231106 (debian 11.8)', 117, 24, 31, 4, 5, 181]"
