airbyte/source-configcat,0.1.0,2022/11/10,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-confluence,0.2.0,2023/08/18,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-convertkit,0.1.0,2022/10/27,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-convex,0.2.0,2023/06/21,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-copper,0.3.0,2023/08/29,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-courier,0.1.0,2022/10/19,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-customer-io,0.2.0,2023/08/29,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-datadog,0.3.0,2023/08/29,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-datascope,0.1.0,2022/11/11,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-db2,0.1.20,2023/06/20,null,NOT UPDATED,0,1,0,0,0,1
airbyte/source-db2-strict-encrypt,0.1.19,2023/03/22,null,NOT UPDATED,0,1,0,0,0,1
airbyte/source-declarative-manifest,0.53.6,2023/11/14,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-delighted,0.2.3,2023/09/08,null,NOT UPDATED,0,1,0,0,0,1
airbyte/source-dixa,0.3.0,2023/10/30,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-dockerhub,0.2.0,2023/08/24,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-dremio,0.1.0,2023/01/12,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-drift,0.3.0,2023/08/15,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-dv-360,0.1.0,2022/09/27,null,NOT UPDATED,0,0,0,0,0,0
airbyte/source-dynamodb,0.1.2,2023/02/23,null,NOT UPDATED,0,1,0,0,0,1
airbyte/source-e2e-test,2.1.5,2023/10/06,null,NOT UPDATED,0,2,0,0,0,2
airbyte/source-e2e-test-cloud,2.1.5,2023/10/07,null,NOT UPDATED,0,2,0,0,0,2
airbyte/source-elasticsearch,0.1.1,2022/12/02,null,NOT UPDATED,0,1,0,0,0,1
airbyte/source-emailoctopus,0.1.0,2022/11/09,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-everhour,0.1.0,2023/03/23,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-exchange-rates,1.3.0,2023/08/25,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-exchangeratesapi-singer,0.2.2,2021/04/03,null,NOT UPDATED,0,1,-1,0,0,0
airbyte/source-exchangeratesapi-singer-abprotocol,0.1.2,2020/10/20,null,NOT UPDATED,0,1,-1,0,0,0
airbyte/source-facebook-marketing,20220315-rc1,2022/03/15,null,NOT UPDATED,2,2,0,0,0,4
airbyte/source-facebook-marketing-api-singer,0.1.5,2020/12/16,null,NOT UPDATED,2,2,-1,0,0,3
airbyte/source-facebook-pages,0.3.0,2023/06/26,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-faker,5.0.0,2023/08/09,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-fastbill,0.2.0,2023/08/23,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-fauna,0.1.1,2022/12/14,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-file,0.3.15,2023/10/19,null,NOT UPDATED,2,2,3,0,0,7
airbyte/source-file-secure,0.3.13,2023/10/13,null,NOT UPDATED,2,2,0,0,0,4
airbyte/source-files-abstract,0.1.0,2022/04/11,null,NOT UPDATED,0,1,-1,0,0,0
airbyte/source-firebase-realtime-database,0.1.0,2022/12/15,null,NOT UPDATED,0,3,-2,0,0,1
airbyte/source-firebolt,1.0.0,2023/08/23,null,NOT UPDATED,0,3,-2,0,0,1
airbyte/source-flexport,0.2.0,2023/08/23,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-freshcaller,0.3.0,2023/11/07,null,NOT UPDATED,0,2,-2,0,0,0
airbyte/source-freshdesk,3.0.4,2023/06/23,null,NOT UPDATED,0,2,-2,0,0,0
