drupal:10.0.11-php8.2-fpm.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomee:9.1.1-jre11-Temurin-alpine-plus.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
eclipse-temurin:11.0.21_9-jre-nanoserver-ltsc2022.Dockerfile,1,AVD-DS-0026
python:3.13-rc-windowsservercore-ltsc2022.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
hylang:0.27.0-pypy3.10-bookworm.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
solr:9.2.1.Dockerfile,3,AVD-DS-0026,AVD-DS-0029,AVD-DS-0029
clojure:temurin-17-lein-2.10.0-jammy.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
php:8.1.25-cli-alpine3.16.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
php:8.2.12-fpm-alpine3.18.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomee:9.1.1.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
python:3.13-rc-bullseye.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
elixir:1.14.5-alpine.Dockerfile,3,AVD-DS-0002,AVD-DS-0013,AVD-DS-0026
docker:25-rc.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
oraclelinux:7-slim.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
eclipse-mosquitto:2.0.18-openssl.Dockerfile,3,AVD-DS-0002,AVD-DS-0013,AVD-DS-0026
sapmachine:11.0.21-jre-headless-ubuntu-22.04.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
drupal:9.5.11-php8.2.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
hylang:0.27.0-python3.9-bullseye.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
perl:5.34.1-slim-threaded-buster.Dockerfile,3,AVD-DS-0002,AVD-DS-0013,AVD-DS-0026
swift:5.4.3-centos7.Dockerfile,3,AVD-DS-0002,AVD-DS-0015,AVD-DS-0026
sonarqube:10.2.1-datacenter-search.Dockerfile,2,AVD-DS-0026,AVD-DS-0029
websphere-liberty:23.0.0.10-kernel-java17-openj9.Dockerfile,1,AVD-DS-0026
amazoncorretto:11.0.21-al2023.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
lightstreamer:7.4.0-jdk11-temurin.Dockerfile,3,AVD-DS-0013,AVD-DS-0026,AVD-DS-0029
amazoncorretto:8u392-alpine3.17.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
joomla:4.4.0-php8.2-apache.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
monica:4.0.0-fpm.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
