name,version,総検出数,内包数,使用回数
io.netty:netty-codec-http2,4.1.17.Final,3,3,1
org.apache.commons:commons-collections4,4.0,2,2,1
org.apache.commons:commons-email,1.4,4,2,2
org.apache.logging.log4j:log4j-core,2.6.2,6,6,1
org.eclipse.jgit:org.eclipse.jgit,3.2.0.201312181205-r,2,2,1
org.jboss.netty:netty,3.2.7.Final,10,10,1
helm.sh/helm/v3,v3.9.2,25,5,5
golang.org/x/crypto,v0.0.0-20190510104115-cbcb75029529,5,5,1
golang.org/x/sys,v0.0.0-20190412213103-97732733099d,1,1,1
golang.org/x/sys,v0.0.0-20211029165221-6e7872819dc8,6,1,6
org.apache.santuario:xmlsec,3.0.2,2,1,2
xerces:xercesImpl,2.12.0.SP05,2,1,2
wildfly,30.0.0,1,1,1
nginx,1.25.3-1~bookworm,9,3,3
github.com/moby/moby,v1.13.1,2,2,1
golang.org/x/net,v0.0.0-20190311183353-d8887717615a,18,9,2
curl,8.1.1-r1,9,3,3
libcurl,8.1.1-r1,9,3,3
sqlite3,3.31.1-4ubuntu0.3,3,3,1
apport,2.20.11-0ubuntu27.23,10,10,1
bluez,5.53-0ubuntu3.5,14,14,1
bluez-obexd,5.53-0ubuntu3.5,14,14,1
cups,2.3.1-9ubuntu1.1,7,7,1
cups-client,2.3.1-9ubuntu1.1,7,7,1
cups-common,2.3.1-9ubuntu1.1,7,7,1
cups-core-drivers,2.3.1-9ubuntu1.1,7,7,1
cups-daemon,2.3.1-9ubuntu1.1,7,7,1
cups-ipp-utils,2.3.1-9ubuntu1.1,7,7,1
cups-ppdc,2.3.1-9ubuntu1.1,7,7,1
cups-server-common,2.3.1-9ubuntu1.1,7,7,1
libbluetooth3,5.53-0ubuntu3.5,14,14,1
libjavascriptcoregtk-4.0-18,2.36.0-0ubuntu0.20.04.3,7,7,1
liblouis-data,3.12.0-3,5,5,1
liblouis20,3.12.0-3,5,5,1
libntfs-3g883,1:2017.3.23AR.3-3ubuntu1.1,9,9,1
libwebkit2gtk-4.0-37,2.36.0-0ubuntu0.20.04.3,7,7,1
libxml2,2.9.10+dfsg-5ubuntu0.20.04.2,7,7,1
ntfs-3g,1:2017.3.23AR.3-3ubuntu1.1,9,9,1
python3-apport,2.20.11-0ubuntu27.23,10,10,1
python3-problem-report,2.20.11-0ubuntu27.23,10,10,1
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.35.0,7,1,7
libnss-systemd,241-7~deb10u6,26,13,2
libpam-systemd,241-7~deb10u6,26,13,2
systemd,241-7~deb10u6,26,13,2
systemd-sysv,241-7~deb10u6,26,13,2
platform-python,3.6.8-51.el8.alma,2,2,1
python3-libs,3.6.8-51.el8.alma,2,2,1
systemd-udev,239-74.el8_8,2,1,2
com.fasterxml.jackson.core:jackson-databind,2.12.6.1,18,2,9
com.google.code.gson:gson,2.8.4,1,1,1
io.undertow:undertow-core,2.2.19.Final,16,2,8
org.apache.sshd:sshd-common,2.7.0,20,2,10
org.apache.sshd:sshd-core,2.7.0,6,2,3
org.bitbucket.b_c:jose4j,0.7.11,12,2,6
org.bouncycastle:bcprov-jdk18on,1.73,11,1,11
org.eclipse.jetty:jetty-http,9.4.8.v20171121,4,2,2
org.eclipse.jetty:jetty-server,9.4.8.v20171121,28,14,2
org.eclipse.jetty:jetty-xml,9.4.7.v20170914,2,1,2
org.eclipse.jgit:org.eclipse.jgit,5.13.0.202109080827-r,3,1,3
org.hibernate:hibernate-core,5.4.21.Final,1,1,1
org.wildfly.core:wildfly-controller,18.1.2.Final,3,1,3
org.wildfly.security:wildfly-elytron,1.19.1.Final,5,1,5
xerces:xercesImpl,2.12.0.SP03,3,1,3
curl,8.2.1-1ubuntu3,2,2,1
libc-bin,2.38-1ubuntu4,5,5,1
libc6,2.38-1ubuntu4,5,5,1
libcurl4,8.2.1-1ubuntu3,2,2,1
libldap-common,2.6.6+dfsg-1~exp1ubuntu1,1,1,1
libldap2,2.6.6+dfsg-1~exp1ubuntu1,4,1,4
libssl3,3.0.10-1ubuntu2,1,1,1
openssl,3.0.10-1ubuntu2,1,1,1
libvpx,1.12.0-r1,3,1,3
libwebp,1.2.4-r2,6,2,3
mbedtls,2.28.4-r0,6,1,6
Django,4.0.10,2,2,1
com.google.protobuf:protobuf-java,3.13.0,25,5,5
io.grpc:grpc-protobuf,1.28.1,9,3,3
io.netty:netty-codec-http,4.1.48.Final,9,3,3
io.netty:netty-codec-http2,4.1.48.Final,9,3,3
org.apache.cxf:cxf-core,3.3.9,6,2,3
org.bouncycastle:bcprov-jdk15on,1.62,6,2,3
org.eclipse.jetty.http2:http2-hpack,9.4.39.v20210325,4,1,4
org.eclipse.jetty.http2:http2-server,9.4.39.v20210325,4,1,4
org.apache.santuario:xmlsec,2.3.2,9,1,9
github.com/aws/aws-sdk-go,v1.23.20,24,4,6
bind-export-libs,32:9.11.26-4.el8_4,9,9,1
binutils,2.30-93.el8,54,54,1
cpio,2.12-10.el8,1,1,1
cryptsetup-libs,2.3.3-4.el8,1,1,1
dbus,1:1.12.8-12.el8_4.2,5,5,1
dbus-common,1:1.12.8-12.el8_4.2,5,5,1
dbus-daemon,1:1.12.8-12.el8_4.2,5,5,1
dbus-libs,1:1.12.8-12.el8_4.2,5,5,1
dbus-tools,1:1.12.8-12.el8_4.2,5,5,1
dhcp-client,12:4.3.6-44.0.1.el8,2,2,1
dhcp-common,12:4.3.6-44.0.1.el8,2,2,1
dhcp-libs,12:4.3.6-44.0.1.el8,2,2,1
dnf,4.4.2-11.el8,1,1,1
dnf-data,4.4.2-11.el8,1,1,1
elfutils-default-yama-scope,0.182-3.el8,1,1,1
elfutils-libs,0.182-3.el8,1,1,1
glib2,2.56.4-10.el8_4.1,40,20,2
gzip,1.9-12.el8,2,1,2
kexec-tools,2.0.20-46.el8_4.2,1,1,1
libcurl-minimal,7.61.1-18.el8,23,23,1
libgomp,8.4.1-1.el8,7,7,1
libxml2,2.9.7-9.el8_4.2,27,9,3
openldap,2.4.46-17.el8_4,2,1,2
platform-python,3.6.8-37.el8,12,12,1
python3-dnf,4.4.2-11.el8,1,1,1
python3-hawkey,0.55.0-7.el8,1,1,1
python3-libdnf,0.55.0-7.el8,1,1,1
python3-libs,3.6.8-37.el8,12,12,1
python3-pip-wheel,9.0.3-19.el8,3,3,1
python3-rpm,4.14.3-14.el8_4,5,5,1
rpm,4.14.3-14.el8_4,10,5,2
rpm-build-libs,4.14.3-14.el8_4,5,5,1
rpm-libs,4.14.3-14.el8_4,10,5,2
shadow-utils,2:4.6-12.el8,1,1,1
squashfs-tools,4.3-20.el8,4,2,2
systemd,239-45.el8_4.3,6,6,1
systemd-libs,239-45.el8_4.3,12,6,2
systemd-pam,239-45.el8_4.3,6,6,1
systemd-udev,239-45.el8_4.3,6,6,1
tpm2-tss,2.3.2-3.el8,1,1,1
vim-minimal,2:8.0.1763-15.el8,168,84,2
xz,5.2.4-3.el8,2,1,2
yum,4.4.2-11.el8,1,1,1
openjdk8-jre,8.222.10-r0,50,50,1
openjdk8-jre-base,8.222.10-r0,50,50,1
openjdk8-jre-lib,8.222.10-r0,50,50,1
wordpress,6.3.1,2,2,1
protobuf,3.19.3,1,1,1
nginx-ingress-controller,1.9.4,5,5,1
bind9-dnsutils,1:9.16.1-0ubuntu2.14,3,3,1
bind9-host,1:9.16.1-0ubuntu2.14,6,3,2
bind9-libs,1:9.16.1-0ubuntu2.14,6,3,2
dnsutils,1:9.16.1-0ubuntu2.14,3,3,1
libgdm-dev,3.36.3-0ubuntu0.20.04.4,2,2,1
libncurses-dev,6.2-0ubuntu2,6,3,2
libncurses5-dev,6.2-0ubuntu2,3,3,1
libpam-systemd,245.4-4ubuntu3.21,4,1,4
libssl-dev,1.1.1f-1ubuntu2.18,6,3,2
libwbclient0,2:4.15.13+dfsg-0ubuntu0.20.04.2,24,12,2
systemd,245.4-4ubuntu3.21,4,1,4
systemd-sysv,245.4-4ubuntu3.21,4,1,4
systemd-timesyncd,245.4-4ubuntu3.21,4,1,4
Microsoft.Windows.Compatibility,6.0.4,1,1,1
System.Security.Cryptography.Pkcs,6.0.2,4,1,4
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,v0.32.0,1,1,1
golang.org/x/crypto,v0.0.0-20201016220609-9e8e0b390897,18,3,6
apt-transport-https,1.2.24,3,3,1
curl,7.47.0-1ubuntu2.5,80,20,4
libx11-xcb1,2:1.6.3-1ubuntu2,28,7,4
openssh-client,1:7.2p2-4ubuntu2.4,15,5,3
vim,2:7.4.1689-3ubuntu1.2,63,7,9
vim-runtime,2:7.4.1689-3ubuntu1.2,63,7,9
xterm,322-1ubuntu1,4,1,4
urllib3,1.26.10,6,2,3
go.opentelemetry.io/contrib/instrumentation/github.com/gorilla/mux/otelmux,v0.27.0,1,1,1
cups-libs,1:1.6.3-51.amzn2.0.3,1,1,1
curl,8.2.1-1.amzn2.0.3,6,3,2
jbigkit-libs,2.0-11.amzn2.0.2,2,1,2
kernel-devel,4.14.322-246.539.amzn2,20,10,2
kernel-headers,4.14.322-246.539.amzn2,20,10,2
libX11,1.6.7-3.amzn2.0.3,4,2,2
libX11-common,1.6.7-3.amzn2.0.3,4,2,2
libarchive,3.1.2-14.amzn2,3,1,3
libcurl,8.2.1-1.amzn2.0.3,6,3,2
libnghttp2,1.41.0-1.amzn2.0.3,3,1,3
libtiff,4.0.3-35.amzn2.0.14,5,5,1
python-pillow,2.0.0-23.gitd1c6db8.amzn2.0.7,3,3,1
vim-common,2:9.0.1592-1.amzn2.0.1,24,12,2
vim-enhanced,2:9.0.1592-1.amzn2.0.1,24,12,2
vim-filesystem,2:9.0.1592-1.amzn2.0.1,24,12,2
xxd,2:9.0.1592-1.amzn2.0.1,24,12,2
zlib-static,1.2.7-19.amzn2.0.2,2,1,2
com.amazonaws:aws-encryption-sdk-java,2.0.0,2,1,2
com.amazonaws:aws-java-sdk-s3,1.12.221,1,1,1
com.charleskorn.kaml:kaml,0.20.0,2,2,1
com.fasterxml.jackson.core:jackson-databind,2.10.5,55,5,11
com.fasterxml.jackson.core:jackson-databind,2.12.2,16,4,4
com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.10.0,2,1,2
com.google.code.gson:gson,2.6.2,2,1,2
com.google.protobuf:protobuf-java,3.17.1,27,3,9
com.nimbusds:nimbus-jose-jwt,4.41.2,2,1,2
io.netty:netty,3.7.0.Final,20,10,2
io.netty:netty-all,4.1.17.Final,4,1,4
io.netty:netty-codec-haproxy,4.1.77.Final,2,1,2
io.netty:netty-handler,4.1.74.Final,8,1,8
org.apache.ant:ant,1.9.1,12,4,3
org.apache.ivy:ivy,2.5.0,12,3,4
org.apache.spark:spark-core_2.12,3.3.0,2,1,2
org.apache.spark:spark-core_2.12,3.3.0-amzn-1,2,1,2
org.apache.thrift:libthrift,0.9.3,48,4,12
org.bouncycastle:bcprov-ext-jdk15on,1.65,6,3,2
org.eclipse.jetty:jetty-http,9.4.15.v20190215,8,2,4
org.eclipse.jetty:jetty-http,9.4.46.v20220331,12,2,6
org.eclipse.jetty:jetty-server,9.4.15.v20190215,36,9,4
org.eclipse.jetty:jetty-server,9.4.46.v20220331,12,2,6
org.eclipse.jetty:jetty-servlets,9.4.46.v20220331,6,1,6
org.eclipse.jetty:jetty-webapp,9.4.15.v20190215,4,1,4
org.eclipse.jetty:jetty-webapp,9.4.6.v20170531,2,1,2
org.eclipse.jetty:jetty-xml,9.4.15.v20190215,4,1,4
org.eclipse.jetty:jetty-xml,9.4.48.v20220622,8,1,8
org.eclipse.jetty:jetty-xml,9.4.6.v20170531,2,1,2
org.mongodb:mongodb-driver-sync,4.0.5,2,1,2
org.postgresql:postgresql,42.2.8,12,6,2
org.postgresql:postgresql,42.3.6,4,2,2
org.xerial.snappy:snappy-java,1.1.2.4,8,4,2
org.yaml:snakeyaml,1.15,112,8,14
jsonpointer,4.1.0,4,1,4
nanoid,3.1.30,4,1,4
nth-check,2.0.0,8,1,8
postcss,8.3.11,4,1,4
terser,5.7.1,4,1,4
vega,5.21.0,8,2,4
vega-functions,5.12.1,8,2,4
webpack,5.44.0,4,1,4
joblib,1.0.1,2,1,2
pyarrow,10.0.0,2,1,2
scipy,1.9.3,3,1,3
setuptools,49.1.3,2,1,2
@babel/traverse,7.17.12,1,1,1
binutils,2.35.1-r1,1,1,1
git,2.30.0-r0,5,5,1
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,v0.39.0,1,1,1
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.39.0,2,1,2
fluentd,1.13.3,2,2,1
google-protobuf,3.15.8,2,2,1
grpc,1.20.0,3,3,1
grpc,1.31.1,3,3,1
kubeclient,4.9.2,2,1,2
yajl-ruby,1.3.1,1,1,1
nghttp2-dev,1.47.0-r0,2,2,1
libX11,1.6.8-5.el8,8,4,2
libjpeg-turbo,1.5.3-12.el8,8,4,2
libpng,2:1.6.34-5.el8,4,2,2
cups-libs,1:2.2.6-51.el8_8.2,8,4,2
java-17-openjdk-headless,1:17.0.9.0.9-2.el8,2,2,1
apparmor,2.13.3-7ubuntu5.1,3,1,3
dnsmasq-base,2.80-1.1ubuntu1.6,1,1,1
git,1:2.37.1-0ppa1~ubuntu20.04.1,1,1,1
git-man,1:2.37.1-0ppa1~ubuntu20.04.1,1,1,1
gnupg-agent,2.2.19-3ubuntu2.2,2,1,2
libcurl4-openssl-dev,7.68.0-1ubuntu2.12,12,12,1
libgmp-dev,2:6.2.0+dfsg-4,3,1,3
libgmpxx4ldbl,2:6.2.0+dfsg-4,3,1,3
libgnutls-dane0,3.6.13-2ubuntu1.6,6,3,2
libgnutls-openssl27,3.6.13-2ubuntu1.6,6,3,2
libgnutls28-dev,3.6.13-2ubuntu1.6,6,3,2
libgnutlsxx28,3.6.13-2ubuntu1.6,6,3,2
libmariadb-dev,1:10.3.34-0ubuntu0.20.04.1,80,40,2
libmariadb-dev-compat,1:10.3.34-0ubuntu0.20.04.1,80,40,2
libmariadb3,1:10.3.34-0ubuntu0.20.04.1,80,40,2
libpq-dev,12.11-0ubuntu0.20.04.1,10,5,2
libpq5,12.11-0ubuntu0.20.04.1,10,5,2
libsmbclient,2:4.13.17~dfsg-0ubuntu1.20.04.2,20,20,1
libsqlite3-dev,3.31.1-4ubuntu0.3,6,3,2
libunbound8,1.9.4-2ubuntu1.2,6,3,2
libwbclient0,2:4.13.17~dfsg-0ubuntu1.20.04.2,20,20,1
linux-libc-dev,5.4.0-122.138,606,303,2
mariadb-common,1:10.3.34-0ubuntu0.20.04.1,80,40,2
postgresql-client-12,12.11-0ubuntu0.20.04.1,10,5,2
samba-libs,2:4.13.17~dfsg-0ubuntu1.20.04.2,20,20,1
xserver-common,2:1.20.13-1ubuntu1~20.04.5,4,4,1
xserver-xephyr,2:1.20.13-1ubuntu1~20.04.5,4,4,1
xserver-xorg-core,2:1.20.13-1ubuntu1~20.04.5,4,4,1
xserver-xorg-legacy,2:1.20.13-1ubuntu1~20.04.5,4,4,1
xvfb,2:1.20.13-1ubuntu1~20.04.5,4,4,1
xwayland,2:1.20.13-1ubuntu1~20.04.5,4,4,1
golang.org/x/net,v0.0.0-20201202161906-c7110b5ffcbb,21,7,3
musl,1.1.15-r7,2,1,2
musl-utils,1.1.15-r7,2,1,2
libssh2,1.8.1-r0,4,2,2
github.com/hashicorp/consul,v1.4.0,14,14,1
libpq-dev,11.10-0+deb10u1,51,17,3
helm.sh/helm/v3,v3.7.1,10,5,2
github.com/containerd/containerd,v1.5.2,9,9,1
github.com/moby/moby,v20.10.9+incompatible,6,2,3
golang.org/x/net,v0.0.0-20210916014120-12bc252f5db8,15,5,3
github.com/containerd/imgcrypt,v1.1.2,1,1,1
libsystemd0,237-3ubuntu10.50,2,2,1
libudev1,237-3ubuntu10.50,2,2,1
apk-tools,2.6.8-r1,2,2,1
libressl2.4-libcrypto,2.4.4-r0,5,5,1
libressl2.4-libssl,2.4.4-r0,5,5,1
curl,7.58.0-2ubuntu3.15,16,16,1
libcurl4,7.58.0-2ubuntu3.15,16,16,1
pip,21.2.3,3,1,3
github.com/containernetworking/cni,v0.7.0-alpha1,3,1,3
golang.org/x/net,v0.0.0-20220412020605-290c469a71a5,20,5,4
google.golang.org/grpc,v1.46.2,6,2,3
helm.sh/helm/v3,v3.8.1,5,5,1
curl,8.0.1-r2,7,7,1
libcrypto1.1,1.1.1t-r2,9,3,3
libcurl,8.0.1-r2,7,7,1
libssl1.1,1.1.1t-r2,9,3,3
apache-ant,1.9.6-9.ph1,4,4,1
cyrus-sasl,2.1.26-9.ph1,4,2,2
krb5,1.15.2-1.ph1,21,7,3
libxml2,2.9.6-1.ph1,27,9,3
openssl,1.0.2h-5.ph1,18,18,1
python-rpm,4.13.0.1-2.ph1,5,5,1
rpm-devel,4.13.0.1-2.ph1,5,5,1
yum,3.4.3-7.ph1,1,1,1
com.nimbusds:nimbus-jose-jwt,4.12,24,4,6
org.apache.logging.log4j:log4j-core,2.8.2,25,5,5
org.apache.santuario:xmlsec,1.5.7,4,2,2
org.apache.tomcat:tomcat-coyote,8.5.19,2,2,1
org.bouncycastle:bcprov-jdk15on,1.50,6,2,3
org.owasp.antisamy:antisamy,1.5.3,6,6,1
org.owasp.esapi:esapi,2.1.0.1,6,3,2
org.springframework:spring-beans,4.3.5.RELEASE,2,1,2
org.springframework:spring-core,4.3.5.RELEASE,26,13,2
org.springframework:spring-expression,4.3.5.RELEASE,2,1,2
org.springframework:spring-web,4.3.5.RELEASE,4,2,2
org.springframework:spring-webmvc,4.3.5.RELEASE,2,1,2
libcap-progs,2.63-150400.1.7,1,1,1
libopenssl1_1,1.1.1l-150400.7.37.1,3,3,1
libbpf,2:1.0.0-2.el9,6,3,2
binutils,2.30-123.el8,144,48,3
cpp,8.5.0-21.el8,15,5,3
elfutils-default-yama-scope,0.189-3.el8,2,1,2
elfutils-libelf-devel,0.185-1.el8,3,1,3
gcc,8.5.0-21.el8,15,5,3
libgcc,8.5.0-21.el8,15,5,3
libgomp,8.5.0-21.el8,15,5,3
ncurses-compat-libs,6.1-9.20180224.el8_8.1,27,9,3
platform-python,3.6.8-55.el8,3,1,3
python3-libs,3.6.8-55.el8,3,1,3
System.Data.SqlClient,4.8.1,1,1,1
System.DirectoryServices.Protocols,4.7.0,64,1,64
System.Text.Encodings.Web,4.7.1,15,1,15
apt,1.2.12~ubuntu16.04.1,16,4,4
gnupg,1.4.20-1ubuntu3,9,3,3
gpgv,1.4.20-1ubuntu3,9,3,3
libapparmor1,2.10.95-0ubuntu2,3,1,3
libapt-pkg5.0,1.2.12~ubuntu16.04.1,16,4,4
libc-bin,2.23-0ubuntu3,120,24,5
libc6,2.23-0ubuntu3,120,24,5
libgcrypt20,1.6.5-2,15,5,3
libprocps4,2:3.3.10-4ubuntu2,25,5,5
libsystemd0,229-4ubuntu7,54,18,3
libudev1,229-4ubuntu7,54,18,3
locales,2.23-0ubuntu3,120,24,5
multiarch-support,2.23-0ubuntu3,120,24,5
procps,2:3.3.10-4ubuntu2,20,5,4
systemd,229-4ubuntu7,54,18,3
systemd-sysv,229-4ubuntu7,54,18,3
tar,1.28-2.1,15,3,5
cups,2.4.6-r0,2,1,2
cups-client,2.4.6-r0,2,1,2
cups-lang,2.4.6-r0,2,1,2
cups-libs,2.4.6-r0,3,1,3
libatomic,12.2.1_git20220924-r10,2,1,2
libgcc,12.2.1_git20220924-r10,2,1,2
libgomp,12.2.1_git20220924-r10,2,1,2
libjpeg-turbo,2.1.5.1-r3,2,1,2
libstdc++,12.2.1_git20220924-r10,2,1,2
libvpx,1.13.0-r1,3,1,3
libwebp,1.3.1-r0,4,1,4
libxpm,3.5.16-r1,4,2,2
fluentd,1.14.0,4,2,2
webrick,1.4.4,1,1,1
golang.org/x/crypto,v0.0.0-20220112180741-5e0467b6c7ce,2,1,2
golang.org/x/net,v0.0.0-20220121175114-2ed6ce1e1725,5,5,1
gcc-mingw-w64,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-base,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-i686,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-i686-posix,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-i686-posix-runtime,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-i686-win32,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-i686-win32-runtime,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-x86-64,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-x86-64-posix,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-x86-64-posix-runtime,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-x86-64-win32,12.2.0-14+25.2,1,1,1
gcc-mingw-w64-x86-64-win32-runtime,12.2.0-14+25.2,1,1,1
libgnutls-dane0,3.7.9-2,2,1,2
libgnutls-openssl27,3.7.9-2,2,1,2
libgnutls28-dev,3.7.9-2,2,1,2
libgnutlsxx30,3.7.9-2,2,1,2
mingw-w64-common,10.0.0-3,1,1,1
mingw-w64-i686-dev,10.0.0-3,1,1,1
mingw-w64-x86-64-dev,10.0.0-3,1,1,1
curl,7.74.0-1ubuntu1,7,7,1
icu-devtools,67.1-5,1,1,1
libapr1,1.7.0-6,1,1,1
libcurl3-gnutls,7.72.0-1ubuntu1,7,7,1
libcurl4,7.74.0-1ubuntu1,7,7,1
libcurl4-openssl-dev,7.74.0-1ubuntu1,7,7,1
libdjvulibre-dev,3.5.28-1,5,5,1
libdjvulibre-text,3.5.28-1,5,5,1
libdjvulibre21,3.5.28-1,5,5,1
libgcrypt20,1.8.7-2ubuntu1,2,2,1
libhogweed6,3.6-2,2,2,1
libicu-dev,67.1-5,1,1,1
libicu67,67.1-5,1,1,1
libldap-2.4-2,2.4.56+dfsg-1ubuntu1,11,11,1
liblz4-1,1.9.3-0ubuntu1,1,1,1
libmysqlclient-dev,8.0.22-0ubuntu0.20.10.2,139,139,1
libmysqlclient21,8.0.22-0ubuntu0.20.10.2,139,139,1
libnettle8,3.6-2,2,2,1
libperl5.32,5.32.0-6,1,1,1
libpq-dev,13.1-1build1,7,7,1
libpq5,13.1-1build1,7,7,1
libpython3.9-minimal,3.9.1-1,3,3,1
libpython3.9-stdlib,3.9.1-1,3,3,1
libssh-4,0.9.5-1,1,1,1
libssl-dev,1.1.1f-1ubuntu5,4,4,1
libssl1.1,1.1.1f-1ubuntu5,4,4,1
libsystemd0,247.1-4ubuntu1,3,3,1
libudev1,247.1-4ubuntu1,3,3,1
libx11-6,2:1.7.0-2,1,1,1
libx11-data,2:1.7.0-2,1,1,1
libx11-dev,2:1.7.0-2,1,1,1
libx11-xcb1,2:1.7.0-2,1,1,1
libxml2,2.9.10+dfsg-6.3build1,5,5,1
libxml2-dev,2.9.10+dfsg-6.3build1,5,5,1
libzstd1,1.4.8+dfsg-1,1,1,1
linux-libc-dev,5.8.0-36.40+21.04.1,84,84,1
openssl,1.1.1f-1ubuntu5,4,4,1
perl,5.32.0-6,1,1,1
perl-base,5.32.0-6,1,1,1
perl-modules-5.32,5.32.0-6,1,1,1
python3.9,3.9.1-1,3,3,1
python3.9-minimal,3.9.1-1,3,3,1
systemd,247.1-4ubuntu1,3,3,1
systemd-timesyncd,247.1-4ubuntu1,3,3,1
tar,1.32+dfsg-1,1,1,1
xserver-common,2:1.20.9-2ubuntu3,5,5,1
xvfb,2:1.20.9-2ubuntu3,5,5,1
linux-libc-dev,4.19.152-1,1728,576,3
haproxy,1.8.12-r1,2,2,1
github.com/nats-io/nats-server/v2,v2.10.0,2,2,1
github.com/nats-io/nkeys,v0.4.5,3,1,3
golang.org/x/crypto,v0.0.0-20200128174031-69ecbb4d6d5d,12,4,3
golang.org/x/sys,v0.0.0-20190916202348-b4ddaad3f8a3,1,1,1
github.com/aws/aws-sdk-go,v1.15.78,8,4,2
github.com/hashicorp/go-getter,v1.0.2,12,6,2
github.com/opencontainers/runc,v1.0.0-rc8,16,8,2
apache-ant,1.10.1-7.ph2,4,4,1
glib,2.58.3-1.ph2,5,5,1
glibc-devel,2.26-16.ph2,13,13,1
libarchive,3.3.1-4.ph2,5,5,1
openldap,2.4.48-1.ph2,14,14,1
openssl,1.0.2t-1.ph2,11,11,1
openssl-devel,1.0.2t-1.ph2,11,11,1
systemd,233-22.ph2,5,5,1
golang.org/x/crypto,v0.0.0-20200429183012-4b2356b1ed79,15,3,5
golang.org/x/sys,v0.0.0-20200509044756-6aff5f38e54f,2,1,2
libpython2.7,2.7.18-13ubuntu1.1,12,6,2
libpython2.7-dev,2.7.18-13ubuntu1.1,12,6,2
python2.7-dev,2.7.18-13ubuntu1.1,12,6,2
com.googlecode.gwtupload:gwtupload,1.0.1,2,1,2
org.apache.ant:ant,1.10.9,10,2,5
org.apache.tika:tika-core,1.22,2,1,2
org.apache.velocity:velocity,1.6.1-atlassian-2,2,1,2
org.apache.xmlrpc:xmlrpc-common,3.1,3,1,3
org.eclipse.jgit:org.eclipse.jgit,5.12.0.202106070339-r,2,1,2
org.hibernate:hibernate-core,4.2.13.Final,2,1,2
org.jsoup:jsoup,1.14.3,4,1,4
org.springframework.data:spring-data-commons,1.6.1.RELEASE,3,1,3
org.springframework:spring-beans,4.0.9.RELEASE,2,1,2
org.springframework:spring-core,4.0.9.RELEASE,26,13,2
org.springframework:spring-expression,4.2.9.RELEASE,2,1,2
org.springframework:spring-web,4.0.9.RELEASE,4,2,2
org.springframework:spring-webmvc,4.2.9.RELEASE,2,1,2
com.google.protobuf:protobuf-java,3.20.1,21,3,7
binutils,2.31-9.29.1,4,4,1
curl,7.60.0-4.3.1,9,9,1
dbus-1,1.8.22-29.10.2,3,3,1
expat,2.1.0-21.3.1,8,8,1
glibc-devel,2.22-100.15.4,5,5,1
glibc-locale,2.22-100.15.4,5,5,1
ipmitool,1.8.18-5.6.18,1,1,1
libatomic1,8.2.1+r264010-1.3.3,2,2,1
libdbus-1-3,1.8.22-29.10.2,3,3,1
libglib-2_0-0,2.48.2-12.12.2,3,3,1
libgomp1,8.2.1+r264010-1.3.3,2,2,1
libgthread-2_0-0,2.48.2-12.12.2,3,3,1
libicu52_1,52.1-8.7.1,1,1,1
libicu52_1-data,52.1-8.7.1,1,1,1
libitm1,8.2.1+r264010-1.3.3,2,2,1
libseccomp2,2.3.1-10.1,1,1,1
libsnmp30,5.7.3-6.6.1,1,1,1
libtsan0,8.2.1+r264010-1.3.3,2,2,1
libxerces-c-3_1,3.1.1-12.3,1,1,1
perl,5.18.2-12.17.1,2,2,1
snmp-mibs,5.7.3-6.6.1,1,1,1
systemd,228-150.66.4,4,4,1
systemd-sysvinit,228-150.66.4,4,4,1
udev,228-150.66.4,4,4,1
github.com/aws/aws-sdk-go,v1.25.48,4,4,1
github.com/miekg/dns,v1.1.22,2,1,2
golang.org/x/crypto,v0.0.0-20191112222119-e1110fd1c708,10,5,2
golang.org/x/net,v0.0.0-20191112182307-2180aed22343,7,7,1
k8s.io/apimachinery,v0.0.0-20190612205821-1799e75a0719,1,1,1
Scrapy,2.8.0,1,1,1
Twisted,22.10.0,2,1,2
cookiecutter,1.7.3,2,1,2
imagecodecs,2023.1.23,1,1,1
jupyter-server,1.23.4,4,2,2
tornado,6.3.2,13,1,13
libpython3.7,3.7.3-2+deb10u3,46,23,2
libpython3.7-dev,3.7.3-2+deb10u3,46,23,2
python3.7-dev,3.7.3-2+deb10u3,46,23,2
vim,2:8.1.0875-5+deb10u2,276,138,2
vim-common,2:8.1.0875-5+deb10u2,276,138,2
vim-runtime,2:8.1.0875-5+deb10u2,276,138,2
xxd,2:8.1.0875-5+deb10u2,276,138,2
ajv,6.10.0,1,1,1
cryptiles,3.1.4,1,1,1
hawk,6.0.2,6,1,6
